Stat Crit,88757,91485,96160,99039,104725,107670,112595,117635,120736,125079,130820,138805,141187,149397,154116,158743,0,0,0
Ravaged Seed Pod,33392,33153,36170,36369,37149,37199,35927,38363,37734,41676,41016,41729,45178,46860,46017,53091,0,0,0
Nightmare Egg Shell,77393,78970,80017,83501,86728,90338,97860,99489,102399,105081,110655,117615,120204,126984,131997,140070,0,0,0
Tempered Egg of Serpentrix,69341,73426,77352,80902,80749,87130,89825,94893,101201,103614,111537,115856,121583,127265,134486,139731,0,0,0
Windscar Whetstone,45689,46017,47779,48245,52081,50267,52741,55138,56226,54533,57615,58075,60387,61878,64879,66690,0,0,0
Infernal Cinders (3 Users),75979,78258,78884,80302,85880,90931,93853,96498,98319,104733,108510,110804,118632,120116,126738,130614,0,0,0
Tirathon's Betrayal,75601,79633,84395,84545,92089,94845,98654,102926,110024,113878,118047,126980,130859,137758,143686,149832,0,0,0
Stat Versatility,87947,94272,93278,101898,101315,107140,110299,115342,117423,124139,128336,137443,140167,147018,152821,159773,0,0,0
Vial of Ceaseless Toxins,86622,89855,95824,98482,104347,111233,115540,121316,125967,132243,138231,142927,151435,158262,165867,170413,0,0,0
Toe Knee's Promise,35815,39249,39425,38121,40170,42137,40243,42289,45853,46575,47514,49747,52711,56128,56768,60033,0,0,0
Nature's Call,52563,53129,53692,53862,57432,56916,59214,59996,63384,66350,66013,66196,68150,69155,70579,71950,0,0,0
Infernal Cinders,70260,72028,73255,76988,78481,82342,84962,88115,91600,96233,101407,101816,105112,111163,114498,121117,0,0,0
Stat Mastery,95341,98951,105181,108249,111798,118167,119725,126186,131321,135050,139848,145727,149635,159071,163829,167381,0,0,0
Tiny Oozeling in a Jar,48423,47583,50176,52145,51974,53013,54550,57279,60232,60068,60253,63152,63938,67684,68696,69459,0,0,0
Chrono Shard,76523,76228,78629,84111,87267,90776,94992,99312,102651,109207,112658,119290,127112,127653,135065,139533,0,0,0
Eye of Command,101722,106877,110275,114974,118928,124911,126116,132786,139047,142608,146383,153687,156808,164527,170921,178873,0,0,0
Shadow-singed Fang,77769,80353,83893,86811,90329,93404,98110,103866,104877,107426,114781,119592,122778,129297,134699,139027,0,0,0
Umbral Moonglaives,72575,72673,78611,79639,84132,83874,88025,94355,92050,101478,102909,106716,109476,114312,119351,125425,0,0,0
Chaos Talisman,86963,92502,96616,97574,99689,105848,109462,116371,118923,123074,127301,133498,140404,148128,153244,160056,0,0,0
Specter of Betrayal,101884,105806,111845,117481,121307,127727,134784,140929,146215,156706,164026,170217,177450,186894,195555,207170,0,0,0
Terminus Signaling Beacon,45061,46458,47983,49237,48858,52990,51974,54315,53663,55231,57344,57303,63707,63977,62814,66328,0,0,0
Faulty Countermeasure,51605,53566,56305,56129,58242,61207,63465,64160,67122,69960,71506,74799,76788,79782,83894,83499,0,0,0
Engine of Eradication (No Orbs),71507,71796,75079,75370,80541,82017,83868,87175,93412,93900,97780,101226,103135,107101,111144,114310,0,0,0
Specter of Betrayal (No Overlap),82064,88630,94465,96001,101308,104850,108460,116971,119629,125600,133786,138096,144000,151580,159476,164666,0,0,0
Horn of Valor,77292,80438,83453,85936,90814,94547,96512,100679,105229,106724,113274,118698,122103,127215,134959,136520,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154293
Terrorbound Nexus,51545,53812,56112,59148,59472,61058,62765,64779,66523,69784,70899,72174,75335,77466,80904,82087,0,0,0
Unstable Arcanocrystal,98683,99332,104308,103677,105494,109826,109488,113290,112624,116743,117181,120998,125596,125122,125061,126813,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,125654,134341,139804,148244,153499,162747,167042,174802,183622,194725,202393,212223,221637
Kiljaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203512
Thrice Accursed Compass,85915,90474,92125,96842,98973,102381,106851,111957,117465,125157,128195,131978,138484,142792,150391,155954,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135958
Mark of Dargrul,40642,40059,43521,43732,47911,46972,50069,47915,50469,54847,54894,56973,57614,60675,60924,63410,0,0,0
Forgefiend's Fabricator,66324,67779,70253,71927,75616,77272,80850,83816,84612,88154,92871,95257,96310,101487,105612,107924,0,0,0
Engine of Eradication,100375,101527,107101,110176,113802,119850,123309,128035,134048,139406,145018,149954,155775,163203,169982,174201,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,99212,0,0,0,0,0,0,0,0,0,0,0,0,0
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191050
Golganneth's Vitality,0,0,0,0,0,0,118844,126663,132004,136735,142118,150365,155036,164122,172739,180417,187458,196635,207521
