Shadow-singed Fang,94661,99149,103285,105022,110511,113650,118125,123227,126961,133439,135193,141301,148151,155229,158145,166456,0,0,0
Umbral Moonglaives,80570,85475,90630,91199,95439,99313,102520,103999,107904,111125,115346,120694,124075,130104,135797,141850,0,0,0
Chaos Talisman,99770,103321,108332,109528,116704,123057,129450,132990,135221,144799,148514,155809,164593,170940,178629,184966,0,0,0
Specter of Betrayal,120436,125897,132333,140444,147284,151199,159607,170143,174736,183504,194709,200701,211073,223855,231676,244911,0,0,0
Terminus Signaling Beacon,40516,41248,42671,47279,42669,45291,49012,41995,47348,50494,55109,53694,54316,59610,57669,59103,0,0,0
Faulty Countermeasure,62034,67178,67049,67925,71881,73761,73785,76319,77720,80096,81032,86547,88445,91084,93637,96988,0,0,0
Engine of Eradication (No Orbs),69516,74125,78317,78226,81096,80390,85470,90200,94107,99195,102324,101389,106712,112017,113627,120863,0,0,0
Specter of Betrayal (No Overlap),96180,99114,104353,109459,117065,120397,124046,133319,138657,143665,153673,157402,167589,174051,182187,195126,0,0,0
Horn of Valor,76737,83989,85020,90851,92418,97321,100059,105570,103349,109259,115792,119712,123237,127494,131285,138283,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193158
Terrorbound Nexus,51349,54765,58715,56210,61099,64429,61630,65827,69493,71100,72557,76282,79694,77974,84459,86980,0,0,0
Unstable Arcanocrystal,120186,121094,123539,125609,128348,132712,137243,135904,139519,141823,144325,148231,153119,153367,155566,163126,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,142568,150235,157608,165822,169259,178894,188513,201941,208853,220681,230075,239468,249423
Kiljaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215403
Thrice Accursed Compass,97694,102815,108121,110330,120203,121832,124635,131816,136360,140593,148484,150802,160329,165687,173772,180329,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170901
Mark of Dargrul,58927,60382,59045,61222,59768,63718,65849,69185,69282,74678,74268,77876,81344,82380,84674,87145,0,0,0
Forgefiend's Fabricator,68616,69084,73771,76215,78786,83668,82851,86235,91659,93801,96911,101872,103607,107316,110362,116205,0,0,0
Engine of Eradication,108155,109998,114300,114371,119501,126612,133454,139143,141161,148495,150828,164276,167432,176427,183408,189763,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,117794,0,0,0,0,0,0,0,0,0,0,0,0,0
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233953
Golganneth's Vitality,0,0,0,0,0,0,131206,135624,144478,152990,162938,168601,173438,182158,188123,204286,212527,224765,232102
