Infernal Cinders,86717,91011,91136,92041,97285,102665,109411,113400,115999,123328,124529,130027,134617,140718,145959,154074,0,0,0
Stat Mastery,91907,92204,97920,101386,108791,111294,115571,120418,125533,128605,136223,142262,146224,153826,161427,171921,0,0,0
Tiny Oozeling in a Jar,40079,43945,45183,46363,47702,49166,50365,50159,49548,55986,58084,56259,61935,59141,64791,67178,0,0,0
Chrono Shard,93019,101120,104192,108454,114519,118915,120913,127619,128318,136940,140515,145456,148453,160017,165037,175035,0,0,0
Eye of Command,109551,115808,120264,121233,128181,135313,138053,146872,149552,155298,160014,166102,175123,175632,187709,196862,0,0,0
Shadow-singed Fang,77760,83132,86481,92504,94431,100569,100689,111133,109718,116325,123154,127557,129072,135180,143245,148231,0,0,0
Umbral Moonglaives,76009,81441,83430,85025,89763,92366,92927,101036,101075,108529,110065,112559,118061,122155,128567,131803,0,0,0
Chaos Talisman,111866,118671,120541,120540,130542,136781,141921,147786,151501,158082,162486,170094,177272,183261,194077,199146,0,0,0
Specter of Betrayal,106149,109214,117390,119441,126132,136715,139458,146705,153737,160215,168587,177197,187387,196383,203654,214222,0,0,0
Terminus Signaling Beacon,34175,34760,38867,36101,38607,41468,41677,42247,41067,43336,45611,46510,47835,52213,50003,52031,0,0,0
Faulty Countermeasure,58514,62131,62963,66445,68747,68311,74169,76150,75017,80690,86210,86775,94875,95430,95627,98470,0,0,0
Engine of Eradication (No Orbs),60358,66086,65752,68472,72869,73982,76512,78255,83242,89758,89329,89795,99396,100352,100344,109106,0,0,0
Specter of Betrayal (No Overlap),85117,90734,94248,101508,106011,113256,116454,120815,128502,130388,139553,147771,150950,160657,166347,176152,0,0,0
Horn of Valor,87988,92202,93207,99130,102170,105935,106940,111093,116890,124188,129762,132296,137661,141688,147119,152107,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176209
Terrorbound Nexus,50120,51815,51775,53069,56268,58444,60119,64556,62663,67965,67979,71688,72574,77857,75927,81392,0,0,0
Unstable Arcanocrystal,110648,107954,114531,117133,119087,121400,121409,123534,128016,132225,134195,136824,134699,139498,143303,144160,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,160943,171968,176291,187494,197476,204281,211934,227642,239053,247620,260457,269969,284769
Kiljaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221215
Thrice Accursed Compass,95016,99863,103929,110986,110767,117301,123150,124791,131122,136506,140085,148066,152263,162338,165977,175353,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154673
Mark of Dargrul,46815,50315,48271,50403,48210,55297,52960,58125,55730,59001,63240,63431,63579,67977,72382,73404,0,0,0
Forgefiend's Fabricator,67268,71289,72226,74643,73823,83962,81568,84076,90057,94902,97696,100791,103948,109134,115098,117081,0,0,0
Engine of Eradication,96455,101590,103813,109612,111286,118017,121944,126902,131680,137643,139710,150226,155482,161739,165868,176725,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,116718,0,0,0,0,0,0,0,0,0,0,0,0,0
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216293
Golganneth's Vitality,0,0,0,0,0,0,140982,147402,155409,163921,167381,178414,187905,198682,204125,216562,226621,235848,247318
