Specter of Betrayal,91778,97061,102659,107350,110851,117453,121139,129678,134250,142882,148207,156057,165398,173616,181533,187410,0,0,0
Terminus Signaling Beacon,29619,31300,31595,32022,33733,36053,35960,37225,38088,37559,38742,42690,42839,44341,45387,45569,0,0,0
Faulty Countermeasure,51854,53624,54405,54825,57731,60253,60939,64191,65134,70698,72179,76472,78739,80829,83340,87282,0,0,0
Engine of Eradication (No Orbs),52548,55534,55548,60411,62272,60999,64760,68022,71055,74165,75080,78117,82230,82905,87109,90611,0,0,0
Specter of Betrayal (No Overlap),73530,77065,80391,85102,89157,93890,99355,103356,109059,114427,119005,126192,128653,139423,145230,151621,0,0,0
Horn of Valor,71124,75548,76116,78753,82963,85706,88424,90332,95165,99370,102480,107508,110871,115584,121053,125921,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137284
Terrorbound Nexus,42636,44652,48535,48449,51306,50247,52922,54338,56272,56830,60700,61402,64765,68939,68508,71062,0,0,0
Unstable Arcanocrystal,80557,83131,89262,86040,90501,91137,92308,95131,95009,99354,101787,102009,105484,103654,108481,110137,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,152390,162134,168917,177632,186058,195998,206876,213623,225184,234216,247477,262452,271694
Kiljaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182308
Thrice Accursed Compass,74596,80155,85052,85790,89997,91517,96106,101636,106220,108081,113195,120329,122086,128569,132103,140621,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117302
Mark of Dargrul,38906,39068,40554,41900,42947,41774,45166,46495,47964,49982,51485,52025,54441,57448,60409,60421,0,0,0
Forgefiend's Fabricator,59886,61049,67075,65667,67937,70180,74317,79401,83913,82955,87751,87833,94111,96219,100991,105771,0,0,0
Engine of Eradication,79617,81728,86557,90700,90697,98334,100433,106173,110589,115494,122546,124493,132092,135817,142004,146478,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,92990,0,0,0,0,0,0,0,0,0,0,0,0,0
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169692
Golganneth's Vitality,0,0,0,0,0,0,117711,125486,128935,137619,145855,150692,158757,163895,177085,181227,189372,197453,205761
