Nature's Call,41247,44163,43455,44543,46539,45629,48188,48852,49422,51869,52421,53825,55220,56380,56324,58518,0,0,0
Infernal Cinders,60079,62644,62689,65246,69456,72030,73170,76759,79590,81961,87386,88461,93931,97828,101858,104722,0,0,0
Stat Mastery,82682,87548,90285,93946,97601,100761,104327,108673,113676,117884,121397,128180,132874,137108,143553,149309,0,0,0
Tiny Oozeling in a Jar,38588,41201,41387,43573,42402,43989,46188,47404,46749,50223,51925,52083,53871,54865,58298,58178,0,0,0
Chrono Shard,65343,69596,72174,73970,78156,81260,83792,87635,91781,97655,99171,104611,110094,114948,118080,123981,0,0,0
Eye of Command,85469,88827,93221,96554,98628,101441,106076,112270,115873,119754,125447,129556,134639,140509,145200,152457,0,0,0
Shadow-singed Fang,67196,69641,70711,74323,78077,80716,83920,86715,89503,94991,98283,100653,107505,111038,116417,121434,0,0,0
Umbral Moonglaives,61721,63649,65707,69452,72298,73272,76889,79935,83978,87327,89771,93218,96793,101141,106756,109812,0,0,0
Chaos Talisman,71283,75147,77918,81951,85631,88564,92035,98087,101927,105913,111309,113348,119843,125048,130171,138255,0,0,0
Specter of Betrayal,95554,97820,103267,108453,112833,118648,123804,129861,135552,141784,148550,154934,164956,171123,177475,189238,0,0,0
Terminus Signaling Beacon,38351,39557,38930,39850,40470,42363,44384,44217,45164,47292,49237,50206,51961,52567,54518,56797,0,0,0
Faulty Countermeasure,43236,43014,44994,47222,48381,51415,52595,53630,57141,58175,61353,64059,65054,67762,69919,71773,0,0,0
Engine of Eradication (No Orbs),60052,61466,64188,65659,68155,69951,73052,76812,78002,81621,83465,88204,91531,92888,96279,99793,0,0,0
Specter of Betrayal (No Overlap),76240,79675,83341,87923,90984,95599,100693,105396,109461,115977,121456,127401,129270,139206,145550,150929,0,0,0
Horn of Valor,67776,69486,73116,75588,77432,81557,84916,88225,90452,94707,99465,103727,106969,111604,116656,121470,0,0,0
Aman'Thul's Vision 5-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117999
Terrorbound Nexus,44795,47715,46990,48318,50293,53655,52729,53718,55888,57929,60447,62520,63327,66900,68597,71356,0,0,0
Unstable Arcanocrystal,71045,74686,74397,76039,77750,78804,81163,81838,82925,83330,86550,86869,87750,91327,92948,95299,0,0,0
Golganneth's Vitality 5-Pantheon,0,0,0,0,0,0,117483,123082,127554,134543,140914,147710,155050,162443,169145,175414,186607,195852,202835
Kiljaeden's Burning Wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178775
Thrice Accursed Compass,75475,77745,82024,85354,87751,91133,96503,100550,104334,107508,111281,116483,122111,127466,132893,138992,0,0,0
Aman'Thul's Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99968
Mark of Dargrul,33294,34092,34450,34446,37730,38998,38989,40423,42225,42738,43848,45178,46041,47877,48924,50387,0,0,0
Forgefiend's Fabricator,56956,58788,61235,62659,64768,67800,69408,72943,75521,78205,79674,84000,85078,87130,93294,95804,0,0,0
Engine of Eradication,84926,87886,91736,97565,100397,105206,108869,112576,117507,121186,126088,131098,135259,142979,147874,153343,0,0,0
Infernal Alchemist Stone,0,0,0,0,0,86161,0,0,0,0,0,0,0,0,0,0,0,0,0
Aman'Thul's Vision 15-Pantheon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153300
Golganneth's Vitality,0,0,0,0,0,0,109250,114468,119230,123831,131024,136770,142401,151849,156454,165084,173180,180087,190990
